TransactionID,UserID,RecipientID,Amount,Type,Date,UtilityType
605,230,18,517.32,Merchant,15/09/2024,
606,53,46,180.19,P2P,16/02/2024,
607,48,20,786.59,Merchant,21/02/2024,
608,443,,22.22,Utility,19/08/2024,Gas
609,199,372,451.06,P2P,20/03/2024,
610,464,293,262.95,P2P,04/04/2024,
611,351,,50.51,Utility,15/12/2024,Gas
612,155,,108.76,Utility,14/01/2025,Electricity
613,86,,69.67,Utility,23/07/2024,Gas
614,248,185,129.59,P2P,01/09/2024,
615,127,16,597.87,Merchant,21/04/2024,
616,101,,39.26,Utility,16/02/2024,Gas
617,4,,79.8,Utility,09/03/2024,Water
618,195,,99.24,Utility,19/06/2024,Gas
619,418,20,144.76,Merchant,10/09/2024,
620,165,7,484.22,Merchant,05/12/2024,
621,91,,194.37,Utility,16/07/2024,Gas
622,377,16,968.09,Merchant,05/08/2024,
623,401,167,191.15,P2P,21/10/2024,
624,419,,85.7,Utility,06/12/2024,Water
625,103,18,188.13,Merchant,22/08/2024,
626,394,1,953.47,Merchant,05/11/2024,
627,237,7,444.07,Merchant,14/04/2024,
628,150,3,820.78,Merchant,06/02/2024,
629,408,,141.14,Utility,08/11/2024,Electricity
630,325,,63.56,Utility,24/07/2024,Water
631,79,14,791.19,Merchant,21/04/2024,
632,38,,198.33,Utility,22/06/2024,Gas
633,299,,116.19,Utility,14/05/2024,Water
634,215,2,792.81,Merchant,28/10/2024,
635,185,18,597.88,Merchant,25/05/2024,
636,469,56,385.63,P2P,04/12/2024,
637,337,12,174.68,Merchant,13/03/2024,
638,314,289,491.89,P2P,29/01/2024,
639,347,13,967.14,Merchant,18/05/2024,
640,170,,39.07,Utility,08/10/2024,Electricity
641,133,262,374.69,P2P,21/08/2024,
642,286,19,228.82,Merchant,03/09/2024,
643,192,,103.35,Utility,20/06/2024,Water
644,302,17,159.24,Merchant,18/12/2024,
645,13,,38.82,Utility,17/01/2024,Gas
646,472,60,416.5,P2P,28/04/2024,
647,374,179,159.39,P2P,09/10/2024,
648,234,267,244.05,P2P,05/04/2024,
649,244,225,362.39,P2P,03/11/2024,
650,232,,32.09,Utility,20/08/2024,Electricity
651,415,4,32.36,Merchant,18/11/2024,
652,176,4,680.37,Merchant,22/07/2024,
653,85,8,520.83,Merchant,13/08/2024,
654,283,170,282.13,P2P,27/07/2024,
655,491,,61.73,Utility,15/05/2024,Gas
656,323,96,322.04,P2P,24/09/2024,
657,222,,25.25,Utility,15/04/2024,Water
658,453,231,298.14,P2P,18/05/2024,
659,200,361,111.32,P2P,12/07/2024,
660,143,3,581.57,Merchant,16/10/2024,
661,410,6,372.14,Merchant,20/07/2024,
662,101,,40.51,Utility,01/08/2024,Water
663,442,,114.99,Utility,17/08/2024,Water
664,161,13,615.2,Merchant,13/12/2024,
665,301,179,179.23,P2P,28/10/2024,
666,235,6,815.6,Merchant,25/10/2024,
667,362,,185.36,Utility,15/02/2024,Water
668,44,5,320.05,Merchant,06/01/2025,
669,123,,41.05,Utility,24/02/2024,Gas
670,356,262,197.29,P2P,28/06/2024,
671,306,295,194.94,P2P,12/10/2024,
672,96,,134.39,Utility,14/02/2024,Water
673,471,6,559.36,Merchant,08/06/2024,
674,251,,45.25,Utility,04/03/2024,Gas
675,432,,131.49,Utility,03/11/2024,Gas
676,488,249,72.58,P2P,20/01/2024,
677,418,,193.49,Utility,17/03/2024,Water
678,335,,93.64,Utility,03/08/2024,Gas
679,213,15,493.81,Merchant,31/10/2024,
680,43,1,797.92,Merchant,02/03/2024,
681,113,,25.89,Utility,19/03/2024,Electricity
682,276,,50.28,Utility,31/03/2024,Gas
683,290,16,554.23,Merchant,02/07/2024,
684,58,4,275.21,Merchant,17/12/2024,
685,279,,117.57,Utility,28/02/2024,Electricity
686,390,15,550.89,Merchant,30/01/2024,
687,218,377,415.89,P2P,23/12/2024,
688,385,153,438.03,P2P,27/06/2024,
689,17,,67.31,Utility,25/07/2024,Electricity
690,225,398,406.89,P2P,21/03/2024,
691,108,19,692.24,Merchant,14/09/2024,
692,441,20,636.44,Merchant,21/11/2024,
693,85,5,787,Merchant,05/08/2024,
694,417,413,34.38,P2P,22/07/2024,
695,180,9,600.89,Merchant,09/03/2024,
696,87,,196.22,Utility,31/10/2024,Gas
697,149,9,952.87,Merchant,19/12/2024,
698,264,4,144.23,Merchant,14/08/2024,
699,385,,185.38,Utility,25/06/2024,Gas
700,444,5,704.41,Merchant,18/06/2024,
701,68,75,357.14,P2P,18/01/2024,
702,425,390,422.56,P2P,09/05/2024,
703,202,,45.59,Utility,29/02/2024,Water
704,138,14,381.42,Merchant,21/08/2025,
705,39,3,408.82,Merchant,08/05/2024,
706,384,,145.05,Utility,20/10/2024,Gas
707,233,,78.91,Utility,07/01/2025,Electricity
708,445,3,733.62,Merchant,21/12/2024,
709,235,12,851.61,Merchant,03/10/2024,
710,408,13,225.65,Merchant,29/04/2024,
711,220,254,137.93,P2P,04/08/2024,
712,425,,80.8,Utility,19/05/2024,Water
713,67,16,790.42,Merchant,09/09/2024,
714,458,2,55.48,Merchant,25/12/2024,
715,321,,22.93,Utility,07/06/2024,Electricity
716,226,,20.12,Utility,20/08/2024,Gas
717,104,5,883.33,Merchant,23/09/2024,
718,155,448,466.7,P2P,19/03/2024,
719,141,336,183.42,P2P,09/03/2024,
720,43,,139.61,Utility,06/05/2024,Water
721,85,203,314.67,P2P,05/08/2024,
722,372,8,434.94,Merchant,07/10/2024,
723,47,4,11.08,Merchant,03/04/2024,
724,245,68,298.87,P2P,21/11/2024,
725,266,15,19.19,Merchant,09/09/2024,
726,357,,167.08,Utility,18/10/2024,Gas
727,356,245,40.06,P2P,07/06/2024,
728,197,375,403.95,P2P,03/08/2024,
729,53,,86.16,Utility,05/09/2024,Gas
730,71,,159.22,Utility,21/04/2024,Electricity
731,329,5,77.73,Merchant,16/07/2024,
732,289,313,326.76,P2P,12/07/2024,
733,226,,150.04,Utility,05/04/2024,Water
734,384,471,208.8,P2P,12/01/2025,
735,352,,174.79,Utility,22/05/2024,Electricity
736,460,72,377.46,P2P,09/01/2025,
737,302,13,358.02,Merchant,31/10/2024,
738,220,,162.39,Utility,20/10/2024,Electricity
739,142,3,255.69,Merchant,11/12/2024,
740,308,20,292.07,Merchant,09/01/2025,
741,482,1,849.41,Merchant,07/03/2024,
742,338,,56.98,Utility,18/03/2024,Water
743,261,383,198.92,P2P,05/08/2024,
744,331,402,449.47,P2P,18/10/2024,
745,489,254,196.01,P2P,02/12/2024,
746,124,,134.85,Utility,17/07/2024,Electricity
747,271,185,467.29,P2P,18/01/2024,
748,68,,174.95,Utility,17/05/2024,Water
749,216,,118.34,Utility,24/06/2024,Electricity
750,391,,191.8,Utility,24/03/2024,Electricity
751,9,3,23.66,Merchant,13/03/2024,
752,111,473,34.93,P2P,15/07/2024,
753,405,,111.19,Utility,10/02/2024,Water
754,365,14,429.34,Merchant,17/01/2024,
755,206,328,270.6,P2P,15/05/2024,
756,316,143,46.38,P2P,13/10/2024,
757,41,7,974.57,Merchant,27/03/2024,
758,80,11,396.82,Merchant,01/04/2024,
759,325,3,317.07,Merchant,10/10/2024,
760,224,8,67.33,Merchant,20/02/2024,
761,45,,40.88,Utility,10/08/2024,Water
762,312,159,334.71,P2P,11/07/2024,
763,337,6,128.25,Merchant,22/05/2024,
764,363,360,10.62,P2P,20/02/2024,
765,255,,114.14,Utility,07/02/2024,Water
766,133,191,67.83,P2P,13/09/2024,
767,400,,151.93,Utility,15/07/2024,Electricity
768,395,172,404.52,P2P,01/09/2024,
769,140,3,270.32,Merchant,15/03/2024,
770,500,3,501.19,Merchant,09/02/2024,
771,262,,29.98,Utility,30/05/2024,Water
772,86,,48.32,Utility,18/09/2024,Electricity
773,458,4,236.12,Merchant,19/08/2024,
774,261,23,430.05,P2P,23/12/2024,
775,7,24,238.52,P2P,11/04/2024,
776,197,92,465.92,P2P,27/05/2024,
777,440,284,402.54,P2P,15/09/2024,
778,366,14,232.27,Merchant,20/01/2024,
779,128,,184.85,Utility,09/01/2025,Gas
780,139,293,189.54,P2P,29/03/2024,
781,258,2,187.55,Merchant,30/04/2024,
782,412,2,954.54,Merchant,04/05/2024,
783,36,,175.89,Utility,28/11/2024,Gas
784,168,284,231.09,P2P,02/01/2025,
785,189,150,284.08,P2P,17/12/2024,
786,156,20,250.16,Merchant,28/06/2024,
787,189,16,997.81,Merchant,28/08/2024,
788,398,376,450.72,P2P,24/10/2024,
789,390,78,8.16,P2P,12/05/2024,
790,210,120,273.06,P2P,05/06/2024,
791,326,1,951.48,Merchant,13/09/2024,
792,1,13,850.52,Merchant,07/11/2024,
793,373,,38.71,Utility,19/06/2024,Water
794,122,,108.57,Utility,11/01/2025,Electricity
795,498,365,143.51,P2P,22/04/2024,
796,23,460,423.52,P2P,19/08/2024,
797,212,12,463.87,Merchant,12/08/2024,
798,383,298,52.31,P2P,20/09/2024,
799,69,13,84.08,Merchant,27/09/2024,
800,291,223,332.91,P2P,02/04/2024,
801,67,150,134.19,P2P,14/02/2024,
802,162,,146.13,Utility,01/09/2024,Water
803,168,,101.5,Utility,14/03/2024,Electricity
804,39,70,391.07,P2P,23/02/2024,
805,300,80,57.3,P2P,24/10/2024,
806,231,,76.53,Utility,08/04/2024,Electricity
807,275,,193.63,Utility,02/05/2024,Electricity
808,232,,103.4,Utility,24/03/2024,Electricity
809,47,414,344.6,P2P,26/04/2024,
810,424,20,49.93,Merchant,20/08/2024,
811,428,,46.7,Utility,23/02/2024,Water
812,128,,91.32,Utility,04/03/2024,Electricity
813,347,,66.83,Utility,19/11/2024,Electricity
814,16,,173.83,Utility,04/08/2024,Water
815,384,8,103.78,Merchant,30/08/2024,
816,53,63,10.92,P2P,21/09/2024,
817,426,67,103.08,P2P,07/11/2024,
818,206,,143.53,Utility,11/06/2024,Water
819,44,19,266.23,Merchant,22/05/2024,
820,417,12,498.59,P2P,25/08/2024,
821,102,15,811.21,Merchant,09/11/2024,
822,48,,42.05,Utility,11/12/2024,Gas
823,26,474,289.07,P2P,31/08/2024,
824,421,13,501.17,Merchant,05/09/2024,
825,196,14,181.08,Merchant,01/05/2024,
826,110,141,143.53,P2P,23/11/2024,
827,453,18,308.98,P2P,27/10/2024,
828,316,332,151.08,P2P,18/12/2024,
829,211,16,70.37,Merchant,10/09/2024,
830,144,,44.7,Utility,30/09/2024,Electricity
831,330,8,634.45,Merchant,02/01/2025,
832,411,1,989.51,Merchant,16/07/2024,
833,401,12,484.89,Merchant,05/04/2024,
834,401,,81.93,Utility,20/03/2024,Water
835,258,,89.91,Utility,16/01/2024,Electricity
836,14,,127.48,Utility,14/11/2024,Electricity
837,459,,30.55,Utility,14/04/2024,Gas
838,272,,158.03,Utility,08/04/2024,Electricity
839,499,52,127.69,P2P,19/02/2024,
840,124,,116.06,Utility,10/01/2025,Water
841,29,295,424.02,P2P,21/11/2024,
842,409,,83.86,Utility,09/09/2024,Electricity
843,91,304,162.41,P2P,11/03/2024,
844,378,12,914.84,Merchant,10/03/2024,
845,15,12,948.08,Merchant,19/03/2024,
846,289,,474.44,P2P,17/07/2024,
847,429,,117.58,Utility,19/12/2024,Electricity
848,252,47,32.8,P2P,15/01/2024,
849,309,11,265.59,P2P,19/05/2024,
850,1,,185.22,Utility,14/02/2024,Electricity
851,413,175,359.88,P2P,27/12/2024,
852,471,,30.72,Utility,04/02/2024,Electricity
853,301,5,776.62,Merchant,08/03/2024,
854,434,12,960.95,Merchant,31/07/2024,
855,192,13,590.16,Merchant,23/11/2024,
856,173,,78.07,Utility,03/07/2024,Electricity
857,375,,162.53,Utility,28/06/2024,Gas
858,333,,51.36,Utility,29/09/2024,Water
859,356,12,231,Merchant,16/07/2024,
860,302,194,156.88,P2P,21/05/2024,
861,353,,42.92,Utility,11/05/2024,Water
862,1,19,397.69,Merchant,27/07/2024,
863,395,2,190.26,Merchant,05/11/2024,
864,163,8,643.25,Merchant,29/02/2024,
865,54,,45.32,Utility,17/04/2024,Water
866,40,178,491.28,P2P,19/08/2024,
867,86,3,823.45,Merchant,15/06/2024,
868,344,11,452.16,Merchant,09/06/2024,
869,136,128,348.12,P2P,10/11/2024,
870,180,,161.66,Utility,12/06/2024,Water
871,1,198,221.92,P2P,15/10/2024,
872,215,453,209.94,P2P,17/07/2024,
873,452,,83.22,Utility,31/05/2024,Gas
874,52,,161.97,Utility,15/05/2024,Water
875,334,8,171.03,Merchant,05/12/2024,
876,38,151,14.94,P2P,04/08/2024,
877,134,38,174.2,P2P,17/05/2024,
878,455,,48.96,Utility,08/08/2024,Electricity
879,281,174,299.05,P2P,14/02/2024,
880,315,,146.81,Utility,23/12/2024,Gas
881,483,6,611.24,Merchant,06/09/2024,
882,223,28,55.12,P2P,07/12/2024,
883,106,210,350.11,P2P,07/04/2024,
884,370,18,272.61,Merchant,19/03/2024,
885,145,,62.76,Utility,17/09/2024,Electricity
886,202,18,841.46,Merchant,03/12/2024,
887,79,185,6.89,P2P,01/05/2024,
888,45,,168.3,Utility,17/10/2024,Water
889,308,,55.94,Utility,10/03/2024,Electricity
890,106,327,149.45,P2P,06/12/2024,
891,42,,171.88,Utility,02/07/2024,Gas
892,402,,104.77,Utility,19/08/2024,Water
893,136,329,274.34,P2P,04/07/2024,
894,95,,179.39,Utility,23/07/2024,Gas
895,96,,28.03,Utility,10/10/2024,Gas
896,239,,60.72,Utility,16/11/2024,Gas
897,289,78,377.36,P2P,21/04/2024,
898,342,44,335.73,P2P,07/10/2024,
899,414,14,971,Merchant,01/03/2024,
900,302,284,35.19,P2P,18/08/2024,
901,199,14,965.97,Merchant,29/12/2024,
902,352,,123.09,Utility,02/07/2024,Electricity
903,244,,34.21,Utility,24/09/2024,Water
904,18,19,901.45,Merchant,29/05/2024,
905,410,20,155.97,Merchant,24/03/2024,
906,487,,51.12,Utility,24/01/2024,Electricity
907,498,,100.4,P2P,16/12/2024,
908,22,,34.11,Utility,05/06/2024,Water
909,223,422,315.48,P2P,12/12/2024,
910,428,9,326.55,Merchant,14/07/2024,
911,373,45,197.11,P2P,09/11/2024,
912,204,11,858.06,Merchant,01/10/2024,
913,267,,185.09,Utility,28/05/2024,Electricity
914,403,20,591.7,Merchant,23/10/2024,
915,401,,40.25,Utility,27/06/2024,Electricity
916,76,19,586.85,Merchant,07/04/2024,
917,494,474,57.29,P2P,10/09/2024,
918,400,403,146.62,P2P,19/08/2024,
919,275,,178.02,Utility,20/12/2024,Gas
920,197,16,576.3,Merchant,06/01/2025,
921,243,89,141.33,P2P,13/01/2025,
922,74,20,684,Merchant,29/03/2024,
923,206,203,445.34,P2P,11/06/2024,
924,170,8,58.8,Merchant,08/06/2024,
925,244,,181.47,Utility,24/03/2024,Electricity
926,173,,75.97,Utility,11/01/2025,Gas
927,440,4,972.77,Merchant,31/10/2024,
928,117,154,487.24,P2P,19/01/2024,
929,227,,68.5,Utility,31/03/2024,Gas
930,310,3,196.06,Merchant,04/07/2024,
931,109,,153.37,Utility,03/06/2024,Water
932,445,,167.78,Utility,06/08/2024,Water
933,406,34,159.01,P2P,30/03/2024,
934,260,,44.42,Utility,17/01/2024,Water
935,451,1,182,Merchant,29/08/2024,
936,449,429,33.53,P2P,14/05/2024,
937,17,,29.1,Utility,21/05/2024,Gas
938,361,141,187.33,P2P,20/02/2024,
939,238,13,639.06,Merchant,02/01/2025,
940,64,1,249.52,Merchant,06/06/2024,
941,251,15,185.81,Merchant,04/01/2025,
942,446,,125.64,Utility,22/04/2024,Gas
943,177,429,447.77,P2P,28/07/2024,
944,384,3,292.22,Merchant,06/01/2025,
945,198,84,427.64,P2P,20/01/2024,
946,400,439,114.57,P2P,06/09/2024,
947,116,7,276.39,Merchant,30/04/2024,
948,210,1,865.98,Merchant,28/01/2024,
949,496,1,479.36,Merchant,22/09/2024,
950,68,6,605.13,Merchant,30/04/2024,
951,5,130,306.13,P2P,20/09/2024,
952,483,,148.29,Utility,18/07/2024,Water
953,330,,96.29,Utility,17/06/2024,Gas
954,437,,102.62,Utility,01/02/2024,Electricity
955,239,,141.9,Utility,11/10/2024,Water
956,204,4,17.27,Merchant,14/10/2024,
957,340,,121.06,Utility,22/04/2024,Water
958,312,,73.73,Utility,30/04/2024,Electricity
959,247,173,494.24,P2P,13/09/2024,
960,328,,175.07,Utility,06/02/2024,Gas
961,336,10,196.48,Merchant,24/08/2024,
962,265,461,33.1,P2P,29/11/2024,
963,439,13,663.93,Merchant,26/01/2024,
964,349,370,17.6,P2P,15/12/2024,
965,255,,66.7,Utility,19/10/2024,Gas
966,208,,152.61,Utility,09/01/2025,Water
967,363,7,349.74,Merchant,15/07/2024,
968,366,352,269.64,P2P,06/09/2024,
969,402,,183.17,Utility,16/09/2024,Water
970,184,10,846.97,Merchant,09/07/2024,
971,431,18,189.32,Merchant,23/07/2024,
972,50,,43.03,Utility,22/03/2024,Gas
973,372,6,947.45,Merchant,16/07/2024,
974,461,,137.8,Utility,01/11/2024,Electricity
975,182,382,436.36,P2P,19/12/2024,
976,216,,86.9,Utility,22/09/2024,Water
977,151,,173.22,Utility,01/11/2024,Gas
978,28,19,584.51,Merchant,13/08/2024,
979,318,242,445.27,P2P,23/11/2024,
980,257,445,341.95,P2P,24/02/2024,
981,272,,94.36,Utility,29/01/2024,Electricity
982,71,176,207.55,P2P,06/06/2024,
983,292,,45.78,Utility,26/01/2024,Water
984,93,250,169.65,P2P,09/09/2024,
985,91,,134.21,Utility,27/12/2024,Electricity
986,232,,57.69,Utility,18/10/2024,Electricity
987,296,251,393.68,P2P,14/03/2024,
988,400,67,309.17,P2P,15/10/2024,
989,325,,92.61,Utility,26/10/2024,Gas
990,197,20,269.22,P2P,23/03/2024,
991,375,,191.01,Utility,18/12/2024,Gas
992,388,7,27.74,Merchant,10/12/2024,
993,3,8,234,Merchant,06/03/2024,
994,450,,76.18,Utility,16/02/2024,Electricity
995,197,19,313.05,Merchant,25/06/2024,
996,34,153,474.49,P2P,03/12/2024,
997,234,17,600.41,Merchant,08/12/2024,
998,173,,179.84,Utility,01/03/2024,Electricity
999,176,,84.67,Utility,05/02/2024,Electricity
1000,85,,23.44,Utility,05/07/2024,Electricity
1001,373,109,368.37,P2P,18/09/2024,
1002,302,6,131.93,Merchant,16/10/2024,
1003,365,2,381.44,Merchant,08/02/2024,
1004,328,,158.82,Utility,16/05/2024,Water
1005,25,,665.35,Merchant,21/02/2024,
1006,335,25,346.43,P2P,13/12/2024,
1007,214,,88.45,Utility,13/08/2024,Water
1008,130,,146.34,Utility,01/05/2024,Electricity
1009,356,1,308.11,Merchant,11/12/2024,
1010,339,340,262.55,P2P,30/03/2024,
1011,319,5,424.64,Merchant,25/09/2024,
1012,461,262,360.79,P2P,09/09/2024,
1013,61,,40.52,Utility,27/10/2024,Electricity
1014,255,312,103.88,P2P,21/01/2024,
1015,135,7,364.34,Merchant,23/05/2024,
1016,210,,48.87,Utility,05/12/2024,Water
1017,255,353,466.9,P2P,01/10/2024,
1018,170,2,11.31,P2P,09/12/2024,
1019,46,428,289.21,P2P,29/12/2024,
1020,253,487,49.59,P2P,16/05/2024,
1021,262,371,363.17,P2P,28/12/2024,
1022,464,,135.98,Utility,16/10/2024,Gas
1023,152,,103.57,Utility,20/03/2024,Electricity
1024,417,448,24.53,P2P,31/12/2024,
1025,149,,164.29,Utility,29/08/2024,Gas
1026,219,4,104.05,Merchant,21/10/2024,
1027,389,5,426.74,P2P,05/06/2024,
1028,340,6,335.37,Merchant,02/08/2024,
1029,458,,191.92,Utility,20/01/2024,Gas
1030,450,3,378.9,Merchant,14/01/2025,
1031,176,59,203.38,P2P,29/09/2024,
1032,493,,68.93,Utility,19/06/2024,Gas
1033,354,,163.98,Utility,24/06/2024,Water
1034,454,58,70.59,P2P,05/12/2024,
1035,372,483,422.95,P2P,30/09/2024,
1036,54,,184.02,Utility,01/10/2024,Gas
1037,411,15,189.45,Merchant,07/02/2024,
1038,195,,130.04,Utility,09/02/2024,Water
1039,451,5,488.25,Merchant,29/03/2024,
1040,250,455,208.59,P2P,30/11/2024,
1041,24,134,329.21,P2P,05/11/2024,
1042,7,17,769.85,Merchant,27/07/2024,
1043,296,19,231.75,Merchant,12/03/2024,
1044,490,11,523.91,Merchant,24/10/2024,
1045,353,20,104.29,Merchant,27/04/2024,
1046,339,8,487.11,Merchant,16/02/2024,
1047,340,13,157.17,Merchant,22/03/2024,
1048,424,20,64.02,Merchant,05/07/2024,
1049,330,259,425.18,P2P,01/02/2024,
1050,437,,176.49,Utility,01/05/2024,Electricity
1051,385,,77.71,Utility,07/09/2024,Gas
1052,497,,29.06,Utility,01/04/2024,Electricity
1053,282,13,409.24,Merchant,08/10/2024,
1054,121,236,224.87,P2P,29/07/2024,
1055,294,,35.84,Utility,21/06/2024,Gas
1056,229,,41.37,Utility,22/03/2024,Gas
1057,382,1,111.62,Merchant,17/09/2024,
1058,212,286,276.8,P2P,31/10/2024,
1059,423,406,304.08,P2P,07/12/2024,
1060,317,10,891.21,Merchant,05/12/2024,
1061,288,336,337.38,P2P,14/01/2025,
1062,487,,85.4,Utility,16/01/2024,Electricity
1063,419,433,229.96,P2P,14/05/2024,
1064,287,20,478.4,Merchant,30/04/2024,
1065,337,,148.86,Utility,19/08/2024,Electricity
1066,50,8,12.17,Merchant,30/05/2024,
1067,182,10,552.21,Merchant,29/02/2024,
1068,192,4,55.32,Merchant,26/05/2024,
1069,85,,45.28,Utility,14/07/2024,Water
1070,381,14,115.89,Merchant,22/08/2024,
1071,313,97,64.77,P2P,04/12/2024,
1072,437,,58.81,Utility,11/10/2024,Electricity
1073,367,,39.4,Utility,17/02/2024,Gas
1074,24,19,131.99,Merchant,21/08/2024,
1075,457,,102.33,Utility,10/01/2025,Water
1076,490,5,964.22,Merchant,12/07/2024,
1077,3,2,557.69,Merchant,18/02/2024,
1078,222,16,925.13,Merchant,29/02/2024,
1079,400,355,291.38,P2P,05/01/2025,
1080,375,54,196.77,P2P,19/02/2024,
1081,308,11,509.07,Merchant,25/03/2024,
1082,197,,196.31,Utility,24/10/2024,Water
1083,391,141,201.95,P2P,17/02/2024,
1084,176,,101.51,Utility,27/03/2024,Electricity
1085,71,,128.45,Utility,17/05/2024,Water
1086,263,,171.75,Utility,31/08/2024,Water
1087,441,,148.14,Utility,14/09/2024,Water
1088,324,103,108.81,P2P,22/01/2024,
1089,366,,143.59,Utility,07/11/2024,Water
1090,68,6,508.85,Merchant,20/03/2024,
1091,356,11,713.25,Merchant,16/11/2024,
1092,390,,121.21,Utility,19/01/2024,Water
1093,293,14,677.5,Merchant,08/04/2024,
1094,458,10,878.7,Merchant,18/09/2024,
1095,217,268,57.7,P2P,08/06/2024,
1096,196,28,336.78,P2P,11/07/2024,
1097,103,,155.03,Utility,15/02/2024,Electricity
1098,147,9,154.96,Merchant,20/12/2024,
1099,32,10,211.96,Merchant,22/10/2024,
1100,278,184,407.94,P2P,19/04/2024,
1101,53,18,866.19,Merchant,13/05/2024,
1102,381,18,395,Merchant,05/12/2024,
1103,262,10,696.01,Merchant,05/10/2024,
1104,25,,89.76,Utility,20/09/2024,Water
1105,161,2,22.84,Merchant,30/12/2024,
1106,129,318,435.08,P2P,15/12/2024,
1107,441,,169.4,Utility,29/03/2024,Water
1108,361,12,757.56,Merchant,31/10/2024,
1109,280,20,204.5,Merchant,03/11/2024,
1110,372,151,227.16,P2P,27/10/2024,
1111,350,96,481.43,P2P,06/03/2024,
1112,377,4,383.43,Merchant,14/05/2024,
1113,220,,120.19,Utility,04/02/2024,Electricity
1114,83,9,15.59,Merchant,10/06/2024,
1115,239,5,49.54,Merchant,15/10/2024,
1116,476,,127.44,Utility,05/05/2024,Water
1117,316,10,495.65,Merchant,24/03/2024,
1118,294,12,82.15,Merchant,02/05/2024,
1119,363,,114.57,Utility,09/03/2024,Electricity
1120,267,403,255.04,P2P,04/06/2025,
1121,213,18,409.38,Merchant,16/05/2024,
1122,179,453,110.61,P2P,23/06/2024,
1123,170,,84.94,Utility,11/04/2024,Electricity
1124,487,17,480.11,Merchant,04/12/2024,
1125,288,1,123.57,Merchant,28/03/2024,
1126,178,,63.26,Utility,29/04/2024,Water
1127,315,8,959.31,Merchant,23/12/2024,
1128,350,,88.65,Utility,01/04/2024,Electricity
1129,198,,117.24,Utility,23/03/2024,Gas
1130,13,12,519.17,Merchant,08/05/2024,
1131,261,,107.62,Utility,24/04/2024,Gas
1132,460,7,327.11,Merchant,11/10/2024,
1133,43,86,485.96,P2P,03/07/2024,
1134,396,18,17.26,Merchant,26/04/2024,
1135,34,344,316.61,P2P,19/02/2024,
1136,110,14,837.31,Merchant,23/07/2024,
1137,106,14,650.1,Merchant,31/05/2024,
1138,482,383,344.59,P2P,26/08/2024,
1139,13,,149.04,Utility,04/06/2024,Electricity
1140,45,28,93.11,P2P,29/05/2024,
1141,129,3,579.21,Merchant,09/11/2024,
1142,117,,93.37,Utility,20/09/2024,Gas
1143,323,,97.94,Utility,05/08/2024,Electricity
1144,200,4,539.49,Merchant,07/07/2024,
1145,329,20,72.61,Merchant,02/12/2024,
1146,382,2,703.87,Merchant,16/09/2024,
1147,38,,187.05,Utility,07/10/2024,Electricity
1148,149,10,610.5,Merchant,03/12/2024,
1149,145,,88.65,Utility,21/03/2024,Water
1150,16,,48.14,Utility,29/01/2024,Electricity
1151,70,13,798.8,Merchant,04/12/2024,
1152,435,10,960.53,Merchant,29/08/2024,
1153,74,,141.91,Utility,12/06/2024,Water
1154,332,,192.33,Utility,15/03/2024,Electricity
1155,284,5,132,Merchant,10/08/2024,
1156,3,20,400.14,Merchant,22/08/2024,
1157,281,157,108.98,P2P,05/04/2024,
1158,380,12,219.62,Merchant,13/10/2024,
1159,464,17,151.03,Merchant,01/07/2024,
1160,95,316,418.2,P2P,28/05/2024,
1161,100,93,337.13,P2P,21/09/2024,
1162,291,436,376.77,P2P,24/11/2024,
1163,282,,136.04,Utility,05/10/2024,Electricity
1164,149,3,258.18,Merchant,19/11/2024,
1165,102,19,492.32,Merchant,06/05/2024,
1166,170,,43.08,Utility,04/04/2024,Water
1167,121,146,311.66,P2P,26/05/2024,
1168,461,163,245.5,P2P,12/10/2024,
1169,169,10,696.52,Merchant,28/07/2024,
1170,79,19,370.85,Merchant,16/08/2024,
1171,162,,50.36,Utility,02/12/2024,Gas
1172,127,365,371.21,P2P,29/10/2024,
1173,224,,171.22,Utility,18/11/2024,Electricity
1174,348,11,879.11,Merchant,28/04/2024,
1175,237,,84.57,Utility,19/02/2024,Gas
1176,250,4,184.01,Merchant,01/08/2024,
1177,311,431,143.9,P2P,10/11/2024,
1178,424,457,271.62,P2P,05/04/2024,
1179,135,3,730.15,Merchant,24/04/2024,
1180,457,435,256.05,P2P,08/04/2024,
1181,16,19,411.08,Merchant,14/07/2024,
1182,303,465,23.14,P2P,25/04/2024,
1183,134,18,477.38,Merchant,27/01/2024,
1184,397,188,199.29,P2P,07/01/2025,
1185,457,10,142.54,Merchant,28/02/2024,
1186,257,3,402.82,Merchant,02/08/2024,
1187,258,340,123.25,P2P,26/09/2024,
1188,494,6,759.63,Merchant,16/09/2024,
1189,72,,48.66,Utility,27/03/2024,Water
1190,486,5,738.56,Merchant,17/07/2024,
1191,248,,27.28,Utility,09/03/2024,Gas
1192,119,136,187.87,P2P,14/07/2024,
1193,22,7,522.71,Merchant,29/08/2024,
1194,406,,89.86,Utility,19/05/2024,Gas
1195,452,21,490.39,P2P,07/06/2024,
1196,166,361,484.38,P2P,20/08/2024,
1197,325,,170.28,Utility,09/06/2024,Gas
1198,297,19,182.11,Merchant,26/09/2024,
1199,335,,85.75,Utility,30/08/2024,Water
1200,460,265,129.54,P2P,30/12/2024,
1201,499,265,205.89,P2P,28/01/2024,
1202,419,,107.64,Utility,19/05/2024,Gas
